Date,Price,Open,High,Low,Vol.,Change %
2016-05-03,1651.44,1674.51,1676.03,1649.79,148.61M,-1.27%
2016-04-29,1672.72,1671.52,1672.72,1660.92,206.72M,-0.12%
2016-04-28,1674.76,1688.70,1695.73,1671.21,257.26M,-1.04%
2016-04-27,1692.34,1689.65,1694.91,1682.48,118.73M,-0.01%
2016-04-26,1692.50,1713.90,1714.10,1692.50,125.46M,-1.28%
2016-04-25,1714.51,1714.38,1717.00,1709.19,84.52M,-0.20%
2016-04-22,1717.96,1719.66,1720.08,1715.18,93.83M,-0.20%
2016-04-21,1721.47,1709.88,1721.47,1709.11,127.65M,0.73%
2016-04-20,1708.91,1713.36,1715.43,1704.70,134.44M,-0.13%
2016-04-19,1711.15,1713.87,1717.70,1708.30,119.29M,-0.38%
2016-04-18,1717.68,1719.79,1721.39,1710.44,121.46M,-0.60%
2016-04-15,1727.99,1722.46,1727.99,1721.10,121.47M,0.24%
2016-04-14,1723.78,1722.31,1729.13,1721.10,130.41M,0.04%
2016-04-13,1723.11,1719.47,1726.30,1717.86,140.81M,0.47%
2016-04-12,1715.00,1713.99,1716.66,1711.41,85.36M,-0.02%
2016-04-11,1715.28,1716.19,1716.19,1709.42,96.45M,-0.18%
2016-04-08,1718.40,1718.44,1721.14,1714.23,131.93M,-0.34%
2016-04-07,1724.29,1717.74,1724.29,1716.76,160.91M,0.42%
2016-04-06,1717.01,1713.83,1722.75,1713.83,161.80M,-0.06%
2016-04-05,1718.08,1719.00,1722.13,1716.42,116.42M,-0.42%
2016-04-04,1725.24,1709.00,1725.24,1709.00,121.76M,0.86%
2016-04-01,1710.55,1715.36,1720.27,1706.22,138.37M,-0.41%
2016-03-31,1717.58,1718.00,1719.74,1713.22,204.48M,-0.01%
2016-03-30,1717.82,1720.50,1724.13,1716.37,168.72M,0.16%
2016-03-29,1715.04,1700.67,1715.69,1699.30,148.18M,0.74%
2016-03-28,1702.41,1701.72,1702.81,1698.26,77.59M,-0.08%
2016-03-25,1703.79,1712.77,1712.89,1699.76,94.74M,-0.68%
2016-03-24,1715.53,1715.38,1720.98,1710.87,123.57M,-0.52%
2016-03-23,1724.55,1721.50,1726.55,1716.43,191.36M,-0.01%
2016-03-22,1724.75,1716.70,1724.75,1715.79,194.42M,0.37%
2016-03-21,1718.36,1714.36,1718.36,1707.11,150.73M,0.12%
2016-03-18,1716.34,1709.13,1716.34,1705.62,223.93M,0.77%
2016-03-17,1703.19,1696.62,1708.62,1695.86,177.08M,0.58%
2016-03-16,1693.43,1692.16,1697.26,1689.35,103.70M,0.15%
2016-03-15,1690.92,1695.61,1699.44,1689.33,110.25M,-0.55%
2016-03-14,1700.31,1696.20,1708.10,1695.95,107.01M,0.22%
2016-03-11,1696.54,1688.80,1698.15,1688.11,112.09M,0.33%
2016-03-10,1690.91,1684.69,1694.33,1684.10,119.84M,0.27%
2016-03-09,1686.35,1681.31,1686.35,1676.93,112.13M,-0.09%
2016-03-08,1687.86,1700.82,1706.08,1684.53,131.21M,-0.59%
2016-03-07,1697.93,1696.11,1710.20,1694.09,166.61M,0.32%
2016-03-04,1692.49,1686.48,1700.49,1685.73,169.31M,0.25%
2016-03-03,1688.20,1694.08,1699.96,1684.32,177.07M,-0.17%
2016-03-02,1691.03,1674.65,1691.03,1674.65,193.30M,1.21%
2016-03-01,1670.82,1658.42,1670.82,1655.47,115.27M,0.97%
2016-02-29,1654.75,1661.98,1664.11,1651.55,195.36M,-0.52%
2016-02-26,1663.44,1664.84,1665.64,1658.36,154.44M,0.32%
2016-02-25,1658.16,1664.97,1672.56,1658.16,148.61M,-0.36%
2016-02-24,1664.17,1676.43,1677.24,1664.17,111.28M,-0.78%
2016-02-23,1677.28,1674.88,1685.88,1674.20,120.31M,0.16%
2016-02-22,1674.59,1671.41,1679.96,1670.47,110.63M,-0.02%
2016-02-19,1674.88,1673.84,1685.23,1673.84,121.71M,-0.31%
2016-02-18,1680.02,1665.80,1685.65,1665.80,155.66M,0.94%
2016-02-17,1664.32,1658.75,1669.02,1658.27,112.01M,-0.04%
2016-02-16,1664.99,1651.43,1664.99,1651.35,142.56M,0.91%
2016-02-15,1649.96,1652.65,1661.34,1648.46,119.40M,0.38%
2016-02-12,1643.74,1643.66,1648.70,1638.50,125.27M,-0.01%
2016-02-11,1643.95,1644.60,1645.50,1638.88,106.50M,-0.03%
2016-02-10,1644.41,1670.93,1670.93,1644.41,92.41M,-1.09%
2016-02-05,1662.46,1654.60,1663.77,1653.68,138.21M,0.34%
2016-02-04,1656.77,1638.09,1656.82,1638.09,171.49M,1.44%
2016-02-03,1633.30,1636.66,1642.53,1631.11,143.32M,-1.20%
2016-02-02,1653.18,1663.99,1666.51,1651.29,222.93M,-0.88%
2016-01-29,1667.80,1635.34,1667.80,1631.62,412.28M,2.04%
2016-01-28,1634.53,1631.48,1639.03,1626.40,235.41M,0.18%
2016-01-27,1631.54,1627.30,1640.84,1627.30,123.92M,0.30%
2016-01-26,1626.66,1627.29,1627.44,1618.26,127.04M,0.09%
2016-01-25,1625.21,1609.40,1626.49,1609.40,147.21M,0.00%
2016-01-22,1625.21,1609.40,1626.49,1609.40,147.21M,1.52%
2016-01-21,1600.92,1616.12,1618.06,1600.92,142.48M,-1.11%
2016-01-20,1618.83,1628.16,1628.65,1618.32,149.77M,-0.64%
2016-01-19,1629.22,1622.37,1632.60,1621.86,128.01M,0.41%
2016-01-18,1622.64,1624.48,1625.46,1608.81,116.93M,-0.36%
2016-01-15,1628.55,1635.03,1639.12,1628.55,114.37M,-0.30%
2016-01-14,1633.44,1639.30,1639.30,1632.34,127.03M,-0.55%
2016-01-13,1642.54,1642.90,1646.48,1640.64,117.53M,0.07%
2016-01-12,1641.37,1636.93,1648.43,1636.93,149.63M,0.23%
2016-01-11,1637.59,1657.89,1657.89,1637.59,124.72M,-1.21%
2016-01-08,1657.61,1651.03,1664.53,1648.66,120.18M,0.15%
2016-01-07,1655.13,1663.36,1669.79,1655.13,147.35M,-0.77%
2016-01-06,1667.97,1667.87,1675.37,1661.69,134.55M,0.14%
2016-01-05,1665.70,1655.03,1673.17,1653.00,120.36M,0.75%
2016-01-04,1653.37,1686.82,1687.89,1653.37,104.31M,-2.31%
2015-12-31,1692.51,1692.50,1697.43,1688.74,84.17M,-0.04%
2015-12-30,1693.14,1686.95,1706.25,1686.85,125.47M,0.46%
2015-12-29,1685.36,1674.89,1686.40,1674.89,126.01M,0.88%
2015-12-28,1670.73,1659.57,1674.98,1658.80,122.14M,0.43%
2015-12-23,1663.51,1641.18,1663.51,1641.14,114.03M,1.23%
2015-12-22,1643.26,1634.34,1643.26,1630.97,105.31M,0.87%
2015-12-21,1629.09,1641.92,1641.92,1627.63,92.46M,-0.90%
2015-12-18,1643.90,1651.77,1651.77,1642.83,150.63M,-0.76%
2015-12-17,1656.52,1635.96,1656.52,1635.12,171.74M,1.37%
2015-12-16,1634.13,1637.84,1638.37,1628.76,127.11M,0.70%
2015-12-15,1622.84,1631.10,1633.35,1622.84,127.11M,-0.44%
2015-12-14,1629.96,1629.32,1635.28,1625.12,120.76M,-0.62%
2015-12-11,1640.14,1650.11,1650.14,1640.14,154.60M,-0.52%
2015-12-10,1648.65,1660.47,1661.19,1648.65,142.94M,-0.65%
2015-12-09,1659.36,1667.19,1668.46,1659.36,113.88M,-0.59%
2015-12-08,1669.24,1669.67,1672.04,1665.97,95.77M,-0.17%
2015-12-07,1672.00,1670.25,1675.96,1668.59,105.51M,0.25%
2015-12-04,1667.87,1670.80,1673.11,1667.14,106.95M,-0.36%
2015-12-03,1673.92,1671.99,1677.00,1671.43,121.30M,-0.17%
2015-12-02,1676.77,1682.53,1686.36,1676.77,111.33M,-0.33%
2015-12-01,1682.37,1670.29,1682.37,1667.16,179.23M,0.61%
2015-11-30,1672.16,1675.41,1675.41,1663.03,294.31M,-0.62%
2015-11-27,1682.59,1676.93,1684.63,1674.83,132.87M,-0.03%
2015-11-26,1683.09,1678.15,1688.79,1674.67,143.34M,-0.08%
2015-11-25,1684.42,1672.63,1684.77,1671.58,142.74M,0.44%
2015-11-24,1677.03,1678.68,1686.69,1677.03,142.98M,0.37%
2015-11-23,1670.90,1661.59,1673.92,1661.59,106.12M,0.54%
2015-11-20,1661.89,1660.17,1663.48,1657.13,104.97M,0.11%
2015-11-19,1660.06,1657.09,1664.30,1655.99,109.63M,0.21%
2015-11-18,1656.50,1661.41,1664.64,1656.27,111.19M,-0.30%
2015-11-17,1661.53,1661.28,1677.37,1660.07,128.89M,0.33%
2015-11-16,1656.00,1651.31,1658.80,1644.29,104.29M,-0.18%
2015-11-13,1658.91,1663.93,1664.59,1651.45,138.58M,-0.26%
2015-11-12,1663.20,1663.48,1670.03,1657.77,114.18M,-0.13%
2015-11-11,1665.32,1673.10,1674.68,1657.88,159.76M,-1.23%
2015-11-09,1686.11,1683.88,1686.32,1680.79,82.04M,0.02%
2015-11-06,1685.70,1686.35,1693.07,1685.08,108.19M,-0.17%
2015-11-05,1688.54,1683.43,1696.99,1679.91,134.99M,0.17%
2015-11-04,1685.62,1681.66,1687.95,1679.79,178.22M,0.48%
2015-11-03,1677.56,1665.07,1677.56,1665.07,131.21M,0.81%
2015-11-02,1664.07,1665.30,1667.43,1658.98,117.07M,-0.10%
2015-10-30,1665.71,1667.42,1673.26,1663.76,147.20M,-0.08%
2015-10-29,1666.98,1689.34,1691.28,1666.98,172.66M,-1.16%
2015-10-28,1686.51,1694.64,1694.98,1684.36,124.64M,-0.62%
2015-10-27,1696.95,1702.57,1703.75,1694.22,135.80M,-0.58%
2015-10-26,1706.79,1715.30,1715.95,1703.09,109.60M,-0.24%
2015-10-23,1710.93,1716.98,1717.49,1709.56,111.59M,0.34%
2015-10-22,1705.09,1701.69,1711.39,1701.69,106.40M,-0.12%
2015-10-21,1707.11,1700.36,1710.25,1695.38,126.64M,0.12%
2015-10-20,1705.03,1715.88,1716.46,1702.84,123.20M,-0.77%
2015-10-19,1718.20,1712.08,1727.41,1708.31,125.90M,0.08%
2015-10-16,1716.82,1717.01,1720.42,1713.67,141.99M,0.21%
2015-10-15,1713.25,1709.02,1721.34,1706.87,186.65M,0.12%
2015-10-13,1711.14,1710.50,1716.75,1705.30,165.92M,0.07%
2015-10-12,1709.86,1703.24,1719.90,1700.65,156.58M,0.19%
2015-10-09,1706.54,1702.78,1717.48,1702.52,242.57M,0.85%
2015-10-08,1692.20,1682.67,1701.21,1681.78,229.88M,0.17%
2015-10-07,1689.25,1658.65,1690.79,1657.73,275.43M,1.61%
2015-10-06,1662.51,1658.98,1662.96,1652.50,181.90M,0.91%
2015-10-05,1647.59,1629.59,1647.59,1629.15,141.78M,1.15%
2015-10-02,1628.80,1634.33,1634.89,1620.58,139.15M,-0.31%
2015-10-01,1633.93,1622.61,1635.13,1617.42,146.53M,0.80%
2015-09-30,1621.04,1602.52,1621.86,1601.54,220.88M,1.11%
2015-09-29,1603.32,1600.89,1604.94,1595.22,174.45M,-0.32%
2015-09-28,1608.43,1612.52,1613.96,1600.27,105.49M,-0.41%
2015-09-25,1615.01,1604.15,1617.44,1603.02,151.42M,0.11%
2015-09-23,1613.17,1626.86,1626.96,1609.83,171.07M,-1.36%
2015-09-22,1635.37,1640.58,1641.41,1628.24,132.24M,-0.25%
2015-09-21,1639.47,1661.54,1661.95,1638.83,151.69M,-1.80%
2015-09-18,1669.45,1680.58,1684.40,1661.56,193.86M,-0.72%
2015-09-17,1681.54,1670.96,1691.93,1669.40,274.29M,2.09%
2015-09-15,1647.15,1648.04,1656.08,1639.97,170.42M,0.46%
2015-09-14,1639.63,1605.14,1645.49,1600.70,165.70M,2.25%
2015-09-11,1603.60,1605.09,1612.32,1602.54,121.68M,-0.65%
2015-09-10,1614.02,1592.16,1614.02,1586.84,160.19M,0.66%
2015-09-09,1603.36,1597.90,1605.79,1596.67,196.83M,1.02%
2015-09-08,1587.12,1584.20,1594.91,1576.96,121.59M,0.27%
2015-09-07,1582.85,1578.50,1582.85,1567.91,110.46M,-0.40%
2015-09-04,1589.16,1602.05,1602.32,1587.61,113.69M,-0.85%
2015-09-03,1602.75,1597.51,1605.73,1592.67,117.20M,0.79%
2015-09-02,1590.19,1602.60,1602.60,1583.63,193.82M,-1.18%
2015-09-01,1609.21,1655.47,1660.22,1603.25,260.47M,-0.22%
2015-08-28,1612.74,1609.04,1621.24,1608.04,217.56M,0.69%
2015-08-27,1601.70,1582.75,1601.70,1579.98,195.81M,1.35%
2015-08-26,1580.37,1559.75,1585.59,1554.37,198.78M,1.05%
2015-08-25,1563.94,1515.73,1568.42,1503.68,225.75M,2.08%
2015-08-24,1532.14,1553.25,1554.08,1532.14,206.31M,-2.70%
2015-08-21,1574.67,1563.65,1583.38,1557.01,180.05M,-0.17%
2015-08-20,1577.41,1574.51,1579.66,1562.11,132.25M,-0.32%
2015-08-19,1582.44,1594.68,1594.68,1580.25,140.77M,0.18%
2015-08-18,1579.60,1573.09,1584.05,1562.88,170.29M,0.45%
2015-08-17,1572.54,1590.81,1594.46,1569.19,185.97M,-1.52%
2015-08-14,1596.82,1623.91,1626.90,1590.57,200.10M,-1.53%
2015-08-13,1621.62,1605.63,1626.86,1605.46,151.65M,0.73%
2015-08-12,1609.93,1629.21,1629.63,1603.26,161.40M,-1.64%
2015-08-11,1636.71,1653.44,1661.62,1635.77,132.56M,-1.07%
2015-08-10,1654.37,1672.57,1672.57,1649.12,125.87M,-1.68%
2015-08-07,1682.65,1692.33,1695.18,1677.22,130.17M,-0.71%
2015-08-06,1694.64,1720.85,1722.30,1694.64,156.21M,-1.79%
2015-08-05,1725.56,1723.53,1729.91,1723.22,84.74M,0.11%
2015-08-04,1723.73,1730.09,1730.81,1722.91,98.53M,-1.17%
2015-08-03,1744.19,1716.99,1744.19,1714.82,69.80M,1.22%
2015-07-31,1723.14,1701.31,1723.14,1701.31,135.59M,1.37%
2015-07-30,1699.92,1696.74,1706.26,1695.66,89.30M,0.05%
2015-07-29,1698.99,1699.60,1702.36,1696.72,121.79M,-0.04%
2015-07-28,1699.70,1708.62,1713.06,1699.70,136.92M,-0.59%
2015-07-27,1709.76,1710.97,1718.60,1709.76,79.48M,-0.64%
2015-07-24,1720.76,1720.01,1721.45,1712.49,76.68M,-0.10%
2015-07-23,1722.44,1729.57,1731.18,1722.44,80.96M,-0.41%
2015-07-22,1729.53,1731.12,1732.54,1725.52,114.84M,-0.38%
2015-07-21,1736.19,1725.43,1736.19,1722.61,88.92M,0.70%
2015-07-20,1724.13,1733.29,1735.75,1720.02,91.84M,-0.15%
2015-07-16,1726.73,1722.04,1727.50,1720.70,76.72M,-0.03%
2015-07-15,1727.26,1723.01,1727.26,1722.13,131.82M,0.36%
2015-07-14,1721.10,1720.06,1727.07,1720.06,94.68M,0.29%
2015-07-13,1716.11,1710.75,1718.39,1707.00,71.73M,0.03%
2015-07-10,1715.58,1698.26,1720.82,1698.26,86.08M,0.83%
2015-07-09,1701.54,1687.26,1704.88,1685.03,107.19M,0.34%
2015-07-08,1695.83,1706.47,1706.70,1693.35,136.70M,-0.96%
2015-07-07,1712.30,1714.27,1718.03,1708.64,112.75M,-0.28%
2015-07-06,1717.05,1728.43,1728.43,1706.60,94.61M,-0.99%
2015-07-03,1734.24,1737.23,1738.09,1724.50,84.75M,0.02%
2015-07-02,1733.88,1729.56,1738.67,1728.43,130.51M,0.34%
2015-07-01,1727.96,1709.77,1737.67,1709.77,147.51M,1.25%
2015-06-30,1706.64,1695.36,1708.38,1691.03,176.33M,0.87%
2015-06-29,1691.92,1709.35,1709.35,1688.44,115.42M,-1.08%
2015-06-26,1710.47,1716.64,1716.64,1709.87,86.63M,-0.37%
2015-06-25,1716.81,1729.58,1729.64,1716.81,139.05M,-0.86%
2015-06-24,1731.68,1727.59,1731.68,1724.47,114.32M,0.28%
2015-06-23,1726.86,1734.56,1734.97,1726.86,108.24M,-0.34%
2015-06-22,1732.76,1721.62,1735.90,1720.84,117.64M,0.64%
2015-06-19,1721.77,1718.71,1726.98,1715.83,188.86M,0.21%
2015-06-18,1718.12,1725.28,1727.30,1714.22,121.53M,-0.51%
2015-06-17,1726.86,1722.71,1728.06,1721.23,110.50M,0.27%
2015-06-16,1722.24,1721.16,1726.78,1718.44,94.52M,0.00%
2015-06-15,1722.16,1733.28,1734.40,1722.16,130.47M,-0.70%
2015-06-12,1734.37,1740.99,1740.99,1732.59,76.91M,-0.02%
2015-06-11,1734.76,1744.77,1744.77,1733.17,124.07M,-0.05%
2015-06-10,1735.63,1730.94,1739.48,1730.75,112.15M,0.38%
2015-06-09,1729.05,1737.53,1738.76,1729.05,97.21M,-0.60%
2015-06-08,1739.45,1736.07,1741.11,1727.01,89.29M,-0.34%
2015-06-05,1745.33,1743.16,1746.28,1737.88,80.46M,0.22%
2015-06-04,1741.48,1742.02,1749.20,1739.92,118.08M,-0.44%
2015-06-03,1749.17,1748.59,1750.68,1743.12,144.37M,0.45%
2015-06-02,1741.37,1743.48,1746.49,1736.57,151.63M,-0.12%
2015-06-01,1743.41,1751.82,1752.08,1732.27,133.25M,-0.24%
2015-05-29,1747.52,1751.35,1755.82,1746.06,262.31M,-0.46%
2015-05-28,1755.56,1757.91,1759.43,1750.72,125.71M,0.03%
2015-05-27,1755.05,1758.35,1758.35,1749.78,168.82M,-0.51%
2015-05-26,1764.07,1767.04,1776.07,1755.09,134.67M,-0.19%
2015-05-25,1767.38,1787.02,1787.64,1764.63,104.99M,-1.13%
2015-05-22,1787.50,1798.33,1798.46,1780.11,140.99M,-0.42%
2015-05-21,1795.04,1810.37,1810.71,1793.34,147.58M,-0.83%
2015-05-20,1810.11,1812.07,1812.59,1807.95,108.88M,0.02%
2015-05-19,1809.72,1819.02,1819.58,1808.07,96.22M,-0.76%
2015-05-18,1823.50,1813.52,1823.50,1808.79,84.14M,0.64%
2015-05-15,1811.92,1806.61,1811.92,1802.05,58.75M,0.24%
2015-05-14,1807.55,1806.12,1807.90,1803.63,113.68M,0.25%
2015-05-13,1803.02,1801.08,1803.68,1795.16,133.71M,0.25%
2015-05-12,1798.61,1798.64,1802.54,1797.01,107.58M,-0.38%
2015-05-11,1805.49,1809.22,1814.24,1803.57,96.73M,-0.12%
2015-05-08,1807.65,1806.32,1814.28,1805.35,133.49M,0.14%
2015-05-07,1805.10,1808.32,1818.79,1805.10,145.01M,-0.87%
2015-05-06,1820.97,1824.21,1824.21,1813.01,121.86M,-0.35%
2015-05-05,1827.42,1830.32,1830.90,1818.16,140.91M,0.50%
2015-04-30,1818.27,1840.29,1841.06,1818.27,166.93M,-1.34%
2015-04-29,1842.93,1855.10,1855.46,1842.84,131.63M,-0.65%
2015-04-28,1855.06,1861.59,1862.14,1850.04,115.76M,-0.24%
2015-04-27,1859.58,1864.69,1867.53,1859.18,118.22M,-0.16%
2015-04-24,1862.58,1852.99,1862.58,1849.71,119.18M,0.89%
2015-04-23,1846.08,1848.29,1855.70,1846.08,82.95M,-0.47%
2015-04-22,1854.77,1863.61,1863.61,1853.72,105.38M,-0.43%
2015-04-21,1862.80,1850.71,1862.80,1850.35,132.57M,0.76%
2015-04-20,1848.66,1844.25,1848.97,1841.10,100.54M,0.15%
2015-04-17,1845.86,1848.09,1852.95,1845.09,128.68M,-0.11%
2015-04-16,1847.94,1842.04,1849.22,1838.27,137.17M,0.42%
2015-04-15,1840.13,1837.46,1846.06,1836.37,160.92M,0.03%
2015-04-14,1839.61,1845.51,1846.31,1837.25,124.34M,-0.13%
2015-04-13,1842.08,1842.89,1847.50,1840.91,102.58M,-0.12%
2015-04-10,1844.31,1846.85,1849.78,1840.77,100.94M,-0.27%
2015-04-09,1849.39,1848.43,1849.77,1843.99,100.66M,-0.05%
2015-04-08,1850.31,1852.49,1853.21,1848.00,109.97M,-0.33%
2015-04-07,1856.51,1843.18,1856.51,1843.18,125.14M,0.74%
2015-04-06,1842.94,1838.30,1844.83,1837.51,92.50M,0.46%
2015-04-03,1834.52,1831.34,1836.82,1829.74,68.53M,0.14%
2015-04-02,1831.97,1827.66,1832.37,1826.28,127.53M,0.31%
2015-04-01,1826.31,1831.35,1831.35,1823.61,85.90M,-0.24%
2015-03-31,1830.78,1828.88,1832.85,1825.30,171.97M,0.49%
2015-03-30,1821.83,1815.52,1825.76,1815.02,100.40M,0.47%
2015-03-27,1813.37,1815.15,1818.31,1813.30,121.89M,-0.28%
2015-03-26,1818.42,1816.85,1820.52,1815.41,102.23M,-0.04%
2015-03-25,1819.10,1812.43,1823.19,1812.18,127.63M,0.28%
2015-03-24,1814.04,1798.82,1814.54,1798.24,120.97M,1.01%
2015-03-23,1795.85,1801.23,1811.08,1795.85,106.40M,-0.43%
2015-03-20,1803.65,1803.56,1806.90,1798.74,212.71M,-0.30%
2015-03-19,1809.13,1798.22,1815.71,1798.03,112.84M,0.64%
2015-03-18,1797.57,1790.32,1800.83,1787.77,119.16M,0.54%
2015-03-17,1787.87,1779.96,1789.40,1779.96,97.69M,0.41%
2015-03-16,1780.54,1777.28,1787.29,1774.30,105.70M,-0.07%
2015-03-13,1781.75,1784.98,1789.36,1781.75,93.21M,-0.29%
2015-03-12,1786.87,1780.75,1789.92,1780.65,130.34M,0.49%
2015-03-11,1778.16,1783.47,1787.23,1774.97,153.24M,-0.65%
2015-03-10,1789.73,1794.82,1799.05,1789.73,159.46M,-0.11%
2015-03-09,1791.74,1790.59,1795.76,1778.99,158.05M,-0.84%
2015-03-06,1806.96,1804.86,1809.65,1799.80,166.42M,0.05%
2015-03-05,1806.09,1819.66,1819.67,1805.80,207.28M,-1.07%
2015-03-04,1825.54,1825.66,1826.05,1819.18,146.22M,0.24%
2015-03-03,1821.25,1820.43,1825.79,1817.94,154.35M,0.23%
2015-03-02,1817.13,1822.91,1825.33,1812.35,139.43M,-0.22%
2015-02-27,1821.21,1822.27,1825.65,1811.74,191.17M,0.02%
2015-02-26,1820.87,1813.88,1821.67,1812.90,120.98M,0.28%
2015-02-25,1815.86,1818.22,1818.35,1808.65,143.94M,-0.16%
2015-02-24,1818.68,1812.01,1819.24,1812.01,146.63M,0.51%
2015-02-23,1809.39,1811.01,1812.75,1804.95,125.84M,0.08%
2015-02-18,1807.87,1806.54,1815.95,1806.17,64.91M,-0.12%
2015-02-17,1810.09,1808.41,1810.90,1804.52,83.60M,0.07%
2015-02-16,1808.89,1804.94,1809.71,1800.24,139.72M,0.44%
2015-02-13,1800.95,1791.68,1800.95,1790.31,149.30M,0.66%
2015-02-12,1789.07,1790.69,1791.00,1780.21,180.66M,-0.55%
2015-02-11,1798.95,1810.98,1812.08,1790.80,142.23M,-0.67%
2015-02-10,1811.12,1812.74,1816.62,1808.69,148.41M,-0.03%
2015-02-09,1811.58,1815.62,1818.31,1805.16,121.88M,-0.09%
2015-02-06,1813.25,1806.31,1814.30,1806.07,149.33M,0.56%
2015-02-05,1803.21,1803.79,1804.25,1796.41,146.02M,0.01%
2015-02-04,1803.02,1814.72,1831.41,1801.09,212.03M,1.22%
2015-01-30,1781.26,1788.36,1789.39,1781.26,166.39M,-0.05%
2015-01-29,1782.18,1791.59,1794.82,1779.17,169.14M,-0.76%
2015-01-28,1795.88,1794.76,1800.64,1790.02,160.79M,-0.40%
2015-01-27,1803.17,1789.96,1810.21,1788.55,171.84M,0.37%
2015-01-26,1796.44,1800.49,1801.06,1792.65,135.44M,-0.37%
2015-01-23,1803.08,1792.47,1809.33,1788.78,220.33M,1.20%
2015-01-22,1781.75,1767.74,1787.91,1763.68,218.99M,0.66%
2015-01-21,1770.09,1752.90,1770.09,1751.46,178.47M,1.14%
2015-01-20,1750.11,1754.21,1754.34,1745.64,123.14M,-0.18%
2015-01-19,1753.31,1745.50,1755.12,1745.50,130.85M,0.56%
2015-01-16,1743.57,1740.19,1746.24,1732.35,153.21M,-0.08%
2015-01-15,1745.00,1747.54,1750.94,1738.24,182.94M,0.17%
2015-01-14,1742.01,1742.66,1744.71,1736.77,182.00M,-0.39%
2015-01-13,1748.90,1726.54,1750.16,1725.98,147.55M,0.80%
2015-01-12,1735.08,1730.10,1735.08,1718.76,95.90M,0.15%
2015-01-09,1732.44,1734.61,1738.54,1725.81,126.25M,0.25%
2015-01-08,1728.06,1714.40,1730.18,1714.02,121.09M,1.10%
2015-01-07,1709.18,1714.70,1717.17,1706.18,171.02M,-0.43%
2015-01-06,1716.58,1730.94,1730.94,1708.78,146.06M,-1.15%
2015-01-05,1736.62,1758.43,1759.15,1734.51,98.14M,-0.92%
2015-01-02,1752.77,1757.15,1757.96,1741.45,63.58M,-0.48%
2014-12-31,1761.25,1759.76,1768.85,1755.93,140.84M,-0.32%
2014-12-30,1766.83,1765.80,1770.52,1753.95,120.58M,-0.09%
2014-12-29,1768.41,1757.65,1770.06,1753.97,77.02M,0.23%
2014-12-26,1764.44,1747.25,1765.61,1747.20,56.94M,0.84%
2014-12-24,1749.74,1740.45,1751.78,1732.15,73.51M,0.04%
2014-12-23,1749.05,1745.42,1754.27,1744.96,123.67M,0.29%
2014-12-22,1744.05,1723.87,1746.39,1722.67,113.31M,1.64%
2014-12-19,1715.99,1706.47,1720.78,1706.47,175.81M,0.94%
2014-12-18,1699.95,1688.03,1704.85,1688.00,162.02M,1.07%
2014-12-17,1681.90,1673.04,1691.99,1671.82,177.10M,0.48%
2014-12-16,1673.94,1688.74,1693.91,1673.94,179.44M,-1.38%
2014-12-15,1697.31,1715.87,1715.87,1695.60,182.22M,-2.06%
2014-12-14,1732.99,1732.99,1732.99,1732.99,-,0.00%
2014-12-12,1732.99,1745.04,1748.76,1732.99,159.89M,-0.66%
2014-12-11,1744.57,1748.17,1757.19,1742.35,116.89M,-1.19%
2014-12-10,1765.52,1732.76,1765.52,1732.76,137.72M,1.58%
2014-12-09,1738.10,1741.17,1741.31,1730.77,129.90M,-0.16%
2014-12-08,1740.84,1748.38,1750.42,1735.92,113.95M,-0.49%
2014-12-05,1749.37,1743.40,1755.94,1740.56,129.53M,0.21%
2014-12-04,1745.69,1760.25,1768.81,1743.62,168.12M,-0.71%
2014-12-03,1758.15,1788.15,1789.04,1758.15,144.54M,-1.56%
2014-12-02,1785.97,1779.54,1789.42,1763.55,148.64M,0.43%
2014-12-01,1778.27,1821.52,1821.52,1768.21,229.82M,-2.34%
2014-11-28,1820.89,1820.57,1827.16,1815.31,151.52M,-0.49%
2014-11-27,1829.91,1838.20,1845.76,1828.04,91.73M,-0.67%
2014-11-26,1842.17,1840.52,1845.08,1836.79,85.18M,0.20%
2014-11-25,1838.56,1833.49,1843.55,1830.48,171.66M,0.26%
2014-11-24,1833.77,1811.45,1833.77,1809.63,122.47M,1.36%
2014-11-21,1809.13,1817.15,1817.56,1808.13,126.50M,-0.72%
2014-11-20,1822.29,1824.66,1825.12,1816.97,111.71M,-0.12%
2014-11-19,1824.39,1818.00,1827.40,1818.00,110.32M,0.33%
2014-11-18,1818.38,1806.44,1818.38,1805.35,97.38M,0.66%
2014-11-17,1806.48,1813.53,1814.58,1806.48,76.84M,-0.40%
2014-11-16,1813.79,1813.79,1813.79,1813.79,-,0.00%
2014-11-14,1813.79,1814.30,1814.57,1808.70,105.28M,-0.11%
2014-11-13,1815.81,1817.84,1820.50,1810.73,121.68M,-0.02%
2014-11-12,1816.24,1818.89,1824.83,1816.24,123.31M,-0.49%
2014-11-11,1825.11,1831.03,1832.70,1823.27,111.42M,-0.15%
2014-11-10,1827.93,1824.47,1831.82,1824.05,95.74M,0.21%
2014-11-07,1824.19,1827.76,1841.40,1824.19,107.64M,-0.43%
2014-11-06,1831.98,1838.89,1844.44,1830.21,145.07M,-0.40%
2014-11-05,1839.29,1844.75,1845.08,1837.72,139.93M,-0.44%
2014-11-04,1847.36,1851.87,1852.06,1845.52,138.89M,-0.32%
